"","common_name","sci_name","year","count"
"1030","Hairy Woodpecker","Dryobates villosus",2016,2
"1031","Hairy Woodpecker","Dryobates villosus",2017,2
"1032","Hairy Woodpecker","Dryobates villosus",2019,3
"1033","Hairy Woodpecker","Dryobates villosus",2020,1
"1034","Hairy Woodpecker","Dryobates villosus",2021,3
"1035","Hairy Woodpecker","Dryobates villosus",2022,4
"1036","Hairy Woodpecker","Dryobates villosus",2023,4
"1037","Hooded Warbler","Setophaga citrina",2000,10
"1038","Hooded Warbler","Setophaga citrina",2001,8
"1039","Hooded Warbler","Setophaga citrina",2002,22
"1040","Hooded Warbler","Setophaga citrina",2003,17
"1041","Hooded Warbler","Setophaga citrina",2004,6
"1042","Hooded Warbler","Setophaga citrina",2005,4
"1043","Hooded Warbler","Setophaga citrina",2006,13
"1044","Hooded Warbler","Setophaga citrina",2007,9
"1045","Hooded Warbler","Setophaga citrina",2008,9
"1046","Hooded Warbler","Setophaga citrina",2009,9
"1047","Hooded Warbler","Setophaga citrina",2010,15
"1048","Hooded Warbler","Setophaga citrina",2011,10
"1049","Hooded Warbler","Setophaga citrina",2012,14
"1050","Hooded Warbler","Setophaga citrina",2013,11
"1051","Hooded Warbler","Setophaga citrina",2014,14
"1052","Hooded Warbler","Setophaga citrina",2015,13
"1053","Hooded Warbler","Setophaga citrina",2016,14
"1054","Hooded Warbler","Setophaga citrina",2017,15
"1055","Hooded Warbler","Setophaga citrina",2018,11
"1056","Hooded Warbler","Setophaga citrina",2019,16
"1057","Hooded Warbler","Setophaga citrina",2020,26
"1058","Hooded Warbler","Setophaga citrina",2021,19
"1059","Hooded Warbler","Setophaga citrina",2022,26
"1060","Hooded Warbler","Setophaga citrina",2023,18
"1061","House Finch","Haemorhous mexicanus",2000,15
"1062","House Finch","Haemorhous mexicanus",2001,29
"1063","House Finch","Haemorhous mexicanus",2002,42
"1064","House Finch","Haemorhous mexicanus",2003,33
"1065","House Finch","Haemorhous mexicanus",2004,21
"1066","House Finch","Haemorhous mexicanus",2005,23
"1067","House Finch","Haemorhous mexicanus",2006,21
"1068","House Finch","Haemorhous mexicanus",2007,36
"1069","House Finch","Haemorhous mexicanus",2008,33
"1070","House Finch","Haemorhous mexicanus",2009,28
"1071","House Finch","Haemorhous mexicanus",2010,22
"1072","House Finch","Haemorhous mexicanus",2011,23
"1073","House Finch","Haemorhous mexicanus",2012,17
"1074","House Finch","Haemorhous mexicanus",2013,16
"1075","House Finch","Haemorhous mexicanus",2014,6
"1076","House Finch","Haemorhous mexicanus",2015,16
"1077","House Finch","Haemorhous mexicanus",2016,26
"1078","House Finch","Haemorhous mexicanus",2017,25
"1079","House Finch","Haemorhous mexicanus",2018,28
"1080","House Finch","Haemorhous mexicanus",2019,8
"1081","House Finch","Haemorhous mexicanus",2020,19
"1082","House Finch","Haemorhous mexicanus",2021,24
"1083","House Finch","Haemorhous mexicanus",2022,26
"1084","House Finch","Haemorhous mexicanus",2023,39
"1085","House Sparrow","Passer domesticus",2000,18
"1086","House Sparrow","Passer domesticus",2001,30
"1087","House Sparrow","Passer domesticus",2002,17
"1088","House Sparrow","Passer domesticus",2003,9
"1089","House Sparrow","Passer domesticus",2004,8
"1090","House Sparrow","Passer domesticus",2005,19
"1091","House Sparrow","Passer domesticus",2006,6
"1092","House Sparrow","Passer domesticus",2007,16
"1093","House Sparrow","Passer domesticus",2008,21
"1094","House Sparrow","Passer domesticus",2009,15
"1095","House Sparrow","Passer domesticus",2010,14
"1096","House Sparrow","Passer domesticus",2011,11
"1097","House Sparrow","Passer domesticus",2012,14
"1098","House Sparrow","Passer domesticus",2013,8
"1099","House Sparrow","Passer domesticus",2014,9
"1100","House Sparrow","Passer domesticus",2015,2
"1101","House Sparrow","Passer domesticus",2016,2
"1102","House Sparrow","Passer domesticus",2017,2
"1103","House Sparrow","Passer domesticus",2019,2
"1104","House Sparrow","Passer domesticus",2020,4
"1105","House Sparrow","Passer domesticus",2021,1
"1106","House Sparrow","Passer domesticus",2022,3
"1107","House Sparrow","Passer domesticus",2023,1
"1108","House Wren","Troglodytes aedon",2000,3
"1109","House Wren","Troglodytes aedon",2001,3
"1110","House Wren","Troglodytes aedon",2002,1
"1111","House Wren","Troglodytes aedon",2003,0
"1112","House Wren","Troglodytes aedon",2004,1
"1113","House Wren","Troglodytes aedon",2006,2
"1114","House Wren","Troglodytes aedon",2007,2
"1115","House Wren","Troglodytes aedon",2008,1
"1116","House Wren","Troglodytes aedon",2009,4
"1117","House Wren","Troglodytes aedon",2010,0
"1118","House Wren","Troglodytes aedon",2011,1
"1119","House Wren","Troglodytes aedon",2012,1
"1120","House Wren","Troglodytes aedon",2015,1
"1121","House Wren","Troglodytes aedon",2016,2
"1122","House Wren","Troglodytes aedon",2017,1
"1123","House Wren","Troglodytes aedon",2018,1
"1124","House Wren","Troglodytes aedon",2021,5
"1125","House Wren","Troglodytes aedon",2022,1
"1126","House Wren","Troglodytes aedon",2023,1
"1127","Indigo Bunting","Passerina cyanea",2000,144
"1128","Indigo Bunting","Passerina cyanea",2001,178
"1129","Indigo Bunting","Passerina cyanea",2002,185
"1130","Indigo Bunting","Passerina cyanea",2003,184
"1131","Indigo Bunting","Passerina cyanea",2004,129
"1132","Indigo Bunting","Passerina cyanea",2005,173
"1133","Indigo Bunting","Passerina cyanea",2006,182
"1134","Indigo Bunting","Passerina cyanea",2007,176
"1135","Indigo Bunting","Passerina cyanea",2008,160
"1136","Indigo Bunting","Passerina cyanea",2009,165
"1137","Indigo Bunting","Passerina cyanea",2010,133
"1138","Indigo Bunting","Passerina cyanea",2011,139
"1139","Indigo Bunting","Passerina cyanea",2012,132
"1140","Indigo Bunting","Passerina cyanea",2013,86
"1141","Indigo Bunting","Passerina cyanea",2014,90
"1142","Indigo Bunting","Passerina cyanea",2015,88
"1143","Indigo Bunting","Passerina cyanea",2016,86
"1144","Indigo Bunting","Passerina cyanea",2017,92
"1145","Indigo Bunting","Passerina cyanea",2018,74
"1146","Indigo Bunting","Passerina cyanea",2019,115
"1147","Indigo Bunting","Passerina cyanea",2020,142
"1148","Indigo Bunting","Passerina cyanea",2021,88
"1149","Indigo Bunting","Passerina cyanea",2022,101
"1150","Indigo Bunting","Passerina cyanea",2023,100
"1151","Kentucky Warbler","Geothlypis formosa",2001,1
"1152","Kentucky Warbler","Geothlypis formosa",2003,1
"1153","Kentucky Warbler","Geothlypis formosa",2005,1
"1154","Kentucky Warbler","Geothlypis formosa",2006,1
"1155","Kentucky Warbler","Geothlypis formosa",2008,4
"1156","Kentucky Warbler","Geothlypis formosa",2010,1
"1157","Kentucky Warbler","Geothlypis formosa",2012,1
"1158","Kentucky Warbler","Geothlypis formosa",2014,1
"1159","Kentucky Warbler","Geothlypis formosa",2016,3
"1160","Kentucky Warbler","Geothlypis formosa",2021,1
"1161","Kentucky Warbler","Geothlypis formosa",2022,1
"1162","Killdeer","Charadrius vociferus",2000,14
"1163","Killdeer","Charadrius vociferus",2001,12
"1164","Killdeer","Charadrius vociferus",2002,12
"1165","Killdeer","Charadrius vociferus",2003,4
"1166","Killdeer","Charadrius vociferus",2004,1
"1167","Killdeer","Charadrius vociferus",2005,9
"1168","Killdeer","Charadrius vociferus",2006,4
"1169","Killdeer","Charadrius vociferus",2007,4
"1170","Killdeer","Charadrius vociferus",2008,10
"1171","Killdeer","Charadrius vociferus",2009,8
"1172","Killdeer","Charadrius vociferus",2010,9
"1173","Killdeer","Charadrius vociferus",2011,8
"1174","Killdeer","Charadrius vociferus",2012,8
"1175","Killdeer","Charadrius vociferus",2013,9
"1176","Killdeer","Charadrius vociferus",2014,9
"1177","Killdeer","Charadrius vociferus",2015,6
"1178","Killdeer","Charadrius vociferus",2016,9
"1179","Killdeer","Charadrius vociferus",2017,1
"1180","Killdeer","Charadrius vociferus",2018,3
"1181","Killdeer","Charadrius vociferus",2019,11
"1182","Killdeer","Charadrius vociferus",2020,4
"1183","Killdeer","Charadrius vociferus",2021,14
"1184","Killdeer","Charadrius vociferus",2022,9
"1185","Killdeer","Charadrius vociferus",2023,6
"1186","Loggerhead Shrike","Lanius ludovicianus",2008,1
"1187","Loggerhead Shrike","Lanius ludovicianus",2010,1
"1188","Loggerhead Shrike","Lanius ludovicianus",2013,1
"1189","Loggerhead Shrike","Lanius ludovicianus",2016,0
"1190","Loggerhead Shrike","Lanius ludovicianus",2019,1
"1191","Loggerhead Shrike","Lanius ludovicianus",2022,1
"1192","Louisiana Waterthrush","Parkesia motacilla",2000,3
"1193","Louisiana Waterthrush","Parkesia motacilla",2002,0
"1194","Louisiana Waterthrush","Parkesia motacilla",2003,1
"1195","Louisiana Waterthrush","Parkesia motacilla",2004,2
"1196","Louisiana Waterthrush","Parkesia motacilla",2005,3
"1197","Louisiana Waterthrush","Parkesia motacilla",2006,1
"1198","Louisiana Waterthrush","Parkesia motacilla",2007,1
"1199","Louisiana Waterthrush","Parkesia motacilla",2008,3
"1200","Louisiana Waterthrush","Parkesia motacilla",2009,2
"1201","Louisiana Waterthrush","Parkesia motacilla",2010,0
"1202","Louisiana Waterthrush","Parkesia motacilla",2011,2
"1203","Louisiana Waterthrush","Parkesia motacilla",2012,1
"1204","Louisiana Waterthrush","Parkesia motacilla",2013,2
"1205","Louisiana Waterthrush","Parkesia motacilla",2014,1
"1206","Louisiana Waterthrush","Parkesia motacilla",2015,2
"1207","Louisiana Waterthrush","Parkesia motacilla",2016,0
"1208","Louisiana Waterthrush","Parkesia motacilla",2017,1
"1209","Louisiana Waterthrush","Parkesia motacilla",2018,2
"1210","Louisiana Waterthrush","Parkesia motacilla",2021,4
"1211","Louisiana Waterthrush","Parkesia motacilla",2023,3
"1212","Magnolia Warbler","Setophaga magnolia",2016,2
"1213","Mallard","Anas platyrhynchos",2001,4
"1214","Mallard","Anas platyrhynchos",2002,2
"1215","Mallard","Anas platyrhynchos",2005,7
"1216","Mallard","Anas platyrhynchos",2006,7
"1217","Mallard","Anas platyrhynchos",2007,1
"1218","Mallard","Anas platyrhynchos",2008,3
"1219","Mallard","Anas platyrhynchos",2010,1
"1220","Mallard","Anas platyrhynchos",2011,10
"1221","Mallard","Anas platyrhynchos",2014,1
"1222","Mallard","Anas platyrhynchos",2015,2
"1223","Mallard","Anas platyrhynchos",2016,3
"1224","Mallard","Anas platyrhynchos",2018,2
"1225","Mallard","Anas platyrhynchos",2019,1
"1226","Mallard","Anas platyrhynchos",2021,3
"1227","Mallard","Anas platyrhynchos",2022,1
"1228","Mallard","Anas platyrhynchos",2023,0
"1229","Mourning Dove","Zenaida macroura",2000,245
"1230","Mourning Dove","Zenaida macroura",2001,230
"1231","Mourning Dove","Zenaida macroura",2002,218
"1232","Mourning Dove","Zenaida macroura",2003,185
"1233","Mourning Dove","Zenaida macroura",2004,161
"1234","Mourning Dove","Zenaida macroura",2005,187
"1235","Mourning Dove","Zenaida macroura",2006,185
"1236","Mourning Dove","Zenaida macroura",2007,184
"1237","Mourning Dove","Zenaida macroura",2008,232
"1238","Mourning Dove","Zenaida macroura",2009,265
"1239","Mourning Dove","Zenaida macroura",2010,183
"1240","Mourning Dove","Zenaida macroura",2011,155
"1241","Mourning Dove","Zenaida macroura",2012,178
"1242","Mourning Dove","Zenaida macroura",2013,148
"1243","Mourning Dove","Zenaida macroura",2014,207
"1244","Mourning Dove","Zenaida macroura",2015,125
"1245","Mourning Dove","Zenaida macroura",2016,148
"1246","Mourning Dove","Zenaida macroura",2017,146
"1247","Mourning Dove","Zenaida macroura",2018,152
"1248","Mourning Dove","Zenaida macroura",2019,179
"1249","Mourning Dove","Zenaida macroura",2020,197
"1250","Mourning Dove","Zenaida macroura",2021,169
"1251","Mourning Dove","Zenaida macroura",2022,173
"1252","Mourning Dove","Zenaida macroura",2023,169
"1253","Muscovy Duck","Cairina moschata",2011,4
"1254","Mute Swan","Cygnus olor",2022,1
"1255","Northern Bobwhite","Colinus virginianus",2000,16
"1256","Northern Bobwhite","Colinus virginianus",2001,34
"1257","Northern Bobwhite","Colinus virginianus",2002,28
"1258","Northern Bobwhite","Colinus virginianus",2003,12
"1259","Northern Bobwhite","Colinus virginianus",2004,18
"1260","Northern Bobwhite","Colinus virginianus",2005,15
"1261","Northern Bobwhite","Colinus virginianus",2006,6
"1262","Northern Bobwhite","Colinus virginianus",2007,13
"1263","Northern Bobwhite","Colinus virginianus",2008,12
"1264","Northern Bobwhite","Colinus virginianus",2009,6
"1265","Northern Bobwhite","Colinus virginianus",2010,4
"1266","Northern Bobwhite","Colinus virginianus",2012,4
"1267","Northern Bobwhite","Colinus virginianus",2014,1
"1268","Northern Bobwhite","Colinus virginianus",2015,3
"1269","Northern Bobwhite","Colinus virginianus",2016,1
"1270","Northern Bobwhite","Colinus virginianus",2017,1
"1271","Northern Bobwhite","Colinus virginianus",2018,3
"1272","Northern Bobwhite","Colinus virginianus",2019,2
"1273","Northern Bobwhite","Colinus virginianus",2020,1
"1274","Northern Bobwhite","Colinus virginianus",2021,2
"1275","Northern Bobwhite","Colinus virginianus",2022,4
"1276","Northern Bobwhite","Colinus virginianus",2023,2
"1277","Northern Cardinal","Cardinalis cardinalis",2000,330
"1278","Northern Cardinal","Cardinalis cardinalis",2001,324
"1279","Northern Cardinal","Cardinalis cardinalis",2002,340
"1280","Northern Cardinal","Cardinalis cardinalis",2003,351
"1281","Northern Cardinal","Cardinalis cardinalis",2004,294
"1282","Northern Cardinal","Cardinalis cardinalis",2005,339
"1283","Northern Cardinal","Cardinalis cardinalis",2006,348
"1284","Northern Cardinal","Cardinalis cardinalis",2007,323
"1285","Northern Cardinal","Cardinalis cardinalis",2008,314
"1286","Northern Cardinal","Cardinalis cardinalis",2009,330
"1287","Northern Cardinal","Cardinalis cardinalis",2010,394
"1288","Northern Cardinal","Cardinalis cardinalis",2011,306
"1289","Northern Cardinal","Cardinalis cardinalis",2012,279
"1290","Northern Cardinal","Cardinalis cardinalis",2013,273
"1291","Northern Cardinal","Cardinalis cardinalis",2014,295
"1292","Northern Cardinal","Cardinalis cardinalis",2015,315
"1293","Northern Cardinal","Cardinalis cardinalis",2016,269
"1294","Northern Cardinal","Cardinalis cardinalis",2017,279
"1295","Northern Cardinal","Cardinalis cardinalis",2018,273
"1296","Northern Cardinal","Cardinalis cardinalis",2019,324
"1297","Northern Cardinal","Cardinalis cardinalis",2020,334
"1298","Northern Cardinal","Cardinalis cardinalis",2021,300
"1299","Northern Cardinal","Cardinalis cardinalis",2022,326
"1300","Northern Cardinal","Cardinalis cardinalis",2023,280
"1301","Northern Flicker","Colaptes auratus",2000,8
"1302","Northern Flicker","Colaptes auratus",2001,4
"1303","Northern Flicker","Colaptes auratus",2002,12
"1304","Northern Flicker","Colaptes auratus",2003,6
"1305","Northern Flicker","Colaptes auratus",2004,5
"1306","Northern Flicker","Colaptes auratus",2005,7
"1307","Northern Flicker","Colaptes auratus",2006,8
"1308","Northern Flicker","Colaptes auratus",2007,4
"1309","Northern Flicker","Colaptes auratus",2008,9
"1310","Northern Flicker","Colaptes auratus",2009,2
"1311","Northern Flicker","Colaptes auratus",2010,5
"1312","Northern Flicker","Colaptes auratus",2011,7
"1313","Northern Flicker","Colaptes auratus",2012,9
"1314","Northern Flicker","Colaptes auratus",2013,3
"1315","Northern Flicker","Colaptes auratus",2014,3
"1316","Northern Flicker","Colaptes auratus",2015,8
"1317","Northern Flicker","Colaptes auratus",2016,4
"1318","Northern Flicker","Colaptes auratus",2017,4
"1319","Northern Flicker","Colaptes auratus",2018,7
"1320","Northern Flicker","Colaptes auratus",2019,2
"1321","Northern Flicker","Colaptes auratus",2020,4
"1322","Northern Flicker","Colaptes auratus",2021,3
"1323","Northern Flicker","Colaptes auratus",2022,6
"1324","Northern Mockingbird","Mimus polyglottos",2000,95
"1325","Northern Mockingbird","Mimus polyglottos",2001,98
"1326","Northern Mockingbird","Mimus polyglottos",2002,131
"1327","Northern Mockingbird","Mimus polyglottos",2003,91
"1328","Northern Mockingbird","Mimus polyglottos",2004,103
"1329","Northern Mockingbird","Mimus polyglottos",2005,80
"1330","Northern Mockingbird","Mimus polyglottos",2006,106
"1331","Northern Mockingbird","Mimus polyglottos",2007,127
"1332","Northern Mockingbird","Mimus polyglottos",2008,102
"1333","Northern Mockingbird","Mimus polyglottos",2009,134
"1334","Northern Mockingbird","Mimus polyglottos",2010,141
"1335","Northern Mockingbird","Mimus polyglottos",2011,117
"1336","Northern Mockingbird","Mimus polyglottos",2012,153
"1337","Northern Mockingbird","Mimus polyglottos",2013,114
"1338","Northern Mockingbird","Mimus polyglottos",2014,88
"1339","Northern Mockingbird","Mimus polyglottos",2015,103
"1340","Northern Mockingbird","Mimus polyglottos",2016,92
"1341","Northern Mockingbird","Mimus polyglottos",2017,106
"1342","Northern Mockingbird","Mimus polyglottos",2018,93
"1343","Northern Mockingbird","Mimus polyglottos",2019,118
"1344","Northern Mockingbird","Mimus polyglottos",2020,97
"1345","Northern Mockingbird","Mimus polyglottos",2021,109
"1346","Northern Mockingbird","Mimus polyglottos",2022,97
"1347","Northern Mockingbird","Mimus polyglottos",2023,87
"1348","Northern Parula","Setophaga americana",2000,14
"1349","Northern Parula","Setophaga americana",2001,25
"1350","Northern Parula","Setophaga americana",2002,15
"1351","Northern Parula","Setophaga americana",2003,21
"1352","Northern Parula","Setophaga americana",2004,11
"1353","Northern Parula","Setophaga americana",2005,13
"1354","Northern Parula","Setophaga americana",2006,10
"1355","Northern Parula","Setophaga americana",2007,10
"1356","Northern Parula","Setophaga americana",2008,9
"1357","Northern Parula","Setophaga americana",2009,15
"1358","Northern Parula","Setophaga americana",2010,8
"1359","Northern Parula","Setophaga americana",2011,8
"1360","Northern Parula","Setophaga americana",2012,9
"1361","Northern Parula","Setophaga americana",2013,12
"1362","Northern Parula","Setophaga americana",2014,7
"1363","Northern Parula","Setophaga americana",2015,11
"1364","Northern Parula","Setophaga americana",2016,10
"1365","Northern Parula","Setophaga americana",2017,9
"1366","Northern Parula","Setophaga americana",2018,14
"1367","Northern Parula","Setophaga americana",2019,15
"1368","Northern Parula","Setophaga americana",2020,26
"1369","Northern Parula","Setophaga americana",2021,22
"1370","Northern Parula","Setophaga americana",2022,20
"1371","Northern Parula","Setophaga americana",2023,16
"1372","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2000,22
"1373","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2001,5
"1374","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2002,1
"1375","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2004,2
"1376","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2005,6
"1377","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2006,1
"1378","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2007,2
"1379","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2008,5
"1380","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2009,6
"1381","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,10
"1382","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2011,10
"1383","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2012,3
"1384","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2013,4
"1385","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2014,6
"1386","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2015,4
"1387","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2016,4
"1388","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2017,7
"1389","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2018,5
"1390","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2019,5
"1391","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2020,8
"1392","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2022,1
"1393","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2023,7
"1394","Ovenbird","Seiurus aurocapilla",2000,38
"1395","Ovenbird","Seiurus aurocapilla",2001,62
"1396","Ovenbird","Seiurus aurocapilla",2002,61
"1397","Ovenbird","Seiurus aurocapilla",2003,43
"1398","Ovenbird","Seiurus aurocapilla",2004,28
"1399","Ovenbird","Seiurus aurocapilla",2005,43
"1400","Ovenbird","Seiurus aurocapilla",2006,39
"1401","Ovenbird","Seiurus aurocapilla",2007,37
"1402","Ovenbird","Seiurus aurocapilla",2008,43
"1403","Ovenbird","Seiurus aurocapilla",2009,40
"1404","Ovenbird","Seiurus aurocapilla",2010,48
"1405","Ovenbird","Seiurus aurocapilla",2011,31
"1406","Ovenbird","Seiurus aurocapilla",2012,36
"1407","Ovenbird","Seiurus aurocapilla",2013,46
"1408","Ovenbird","Seiurus aurocapilla",2014,47
"1409","Ovenbird","Seiurus aurocapilla",2015,34
"1410","Ovenbird","Seiurus aurocapilla",2016,45
"1411","Ovenbird","Seiurus aurocapilla",2017,46
"1412","Ovenbird","Seiurus aurocapilla",2018,26
"1413","Ovenbird","Seiurus aurocapilla",2019,40
"1414","Ovenbird","Seiurus aurocapilla",2020,39
"1415","Ovenbird","Seiurus aurocapilla",2021,41
"1416","Ovenbird","Seiurus aurocapilla",2022,47
"1417","Ovenbird","Seiurus aurocapilla",2023,45
"1418","Pileated Woodpecker","Dryocopus pileatus",2000,3
"1419","Pileated Woodpecker","Dryocopus pileatus",2001,7
"1420","Pileated Woodpecker","Dryocopus pileatus",2002,7
"1421","Pileated Woodpecker","Dryocopus pileatus",2003,9
"1422","Pileated Woodpecker","Dryocopus pileatus",2004,4
"1423","Pileated Woodpecker","Dryocopus pileatus",2005,9
"1424","Pileated Woodpecker","Dryocopus pileatus",2006,11
"1425","Pileated Woodpecker","Dryocopus pileatus",2007,3
"1426","Pileated Woodpecker","Dryocopus pileatus",2008,9
"1427","Pileated Woodpecker","Dryocopus pileatus",2009,13
"1428","Pileated Woodpecker","Dryocopus pileatus",2010,10
"1429","Pileated Woodpecker","Dryocopus pileatus",2011,6
"1430","Pileated Woodpecker","Dryocopus pileatus",2012,10
"1431","Pileated Woodpecker","Dryocopus pileatus",2013,5
"1432","Pileated Woodpecker","Dryocopus pileatus",2014,7
"1433","Pileated Woodpecker","Dryocopus pileatus",2015,4
"1434","Pileated Woodpecker","Dryocopus pileatus",2016,9
"1435","Pileated Woodpecker","Dryocopus pileatus",2017,9
"1436","Pileated Woodpecker","Dryocopus pileatus",2018,4
"1437","Pileated Woodpecker","Dryocopus pileatus",2019,9
"1438","Pileated Woodpecker","Dryocopus pileatus",2020,8
"1439","Pileated Woodpecker","Dryocopus pileatus",2021,12
"1440","Pileated Woodpecker","Dryocopus pileatus",2022,25
"1441","Pileated Woodpecker","Dryocopus pileatus",2023,9
"1442","Pine Warbler","Setophaga pinus",2000,105
"1443","Pine Warbler","Setophaga pinus",2001,122
"1444","Pine Warbler","Setophaga pinus",2002,129
"1445","Pine Warbler","Setophaga pinus",2003,120
"1446","Pine Warbler","Setophaga pinus",2004,62
"1447","Pine Warbler","Setophaga pinus",2005,113
"1448","Pine Warbler","Setophaga pinus",2006,111
"1449","Pine Warbler","Setophaga pinus",2007,93
"1450","Pine Warbler","Setophaga pinus",2008,128
"1451","Pine Warbler","Setophaga pinus",2009,109
"1452","Pine Warbler","Setophaga pinus",2010,107
"1453","Pine Warbler","Setophaga pinus",2011,101
"1454","Pine Warbler","Setophaga pinus",2012,102
"1455","Pine Warbler","Setophaga pinus",2013,81
"1456","Pine Warbler","Setophaga pinus",2014,88
"1457","Pine Warbler","Setophaga pinus",2015,87
"1458","Pine Warbler","Setophaga pinus",2016,97
"1459","Pine Warbler","Setophaga pinus",2017,79
"1460","Pine Warbler","Setophaga pinus",2018,76
"1461","Pine Warbler","Setophaga pinus",2019,96
"1462","Pine Warbler","Setophaga pinus",2020,140
"1463","Pine Warbler","Setophaga pinus",2021,121
"1464","Pine Warbler","Setophaga pinus",2022,100
"1465","Pine Warbler","Setophaga pinus",2023,93
"1466","Prairie Warbler","Setophaga discolor",2000,16
"1467","Prairie Warbler","Setophaga discolor",2001,20
"1468","Prairie Warbler","Setophaga discolor",2002,27
"1469","Prairie Warbler","Setophaga discolor",2003,13
"1470","Prairie Warbler","Setophaga discolor",2004,12
"1471","Prairie Warbler","Setophaga discolor",2005,22
"1472","Prairie Warbler","Setophaga discolor",2006,15
"1473","Prairie Warbler","Setophaga discolor",2007,29
"1474","Prairie Warbler","Setophaga discolor",2008,22
"1475","Prairie Warbler","Setophaga discolor",2009,19
"1476","Prairie Warbler","Setophaga discolor",2010,11
"1477","Prairie Warbler","Setophaga discolor",2011,14
"1478","Prairie Warbler","Setophaga discolor",2012,20
"1479","Prairie Warbler","Setophaga discolor",2013,8
"1480","Prairie Warbler","Setophaga discolor",2014,10
"1481","Prairie Warbler","Setophaga discolor",2015,5
"1482","Prairie Warbler","Setophaga discolor",2016,3
"1483","Prairie Warbler","Setophaga discolor",2017,4
"1484","Prairie Warbler","Setophaga discolor",2018,6
"1485","Prairie Warbler","Setophaga discolor",2019,20
"1486","Prairie Warbler","Setophaga discolor",2020,15
"1487","Prairie Warbler","Setophaga discolor",2021,6
"1488","Prairie Warbler","Setophaga discolor",2022,12
"1489","Prairie Warbler","Setophaga discolor",2023,11
"1490","Prothonotary Warbler","Protonotaria citrea",2000,1
"1491","Prothonotary Warbler","Protonotaria citrea",2001,1
"1492","Prothonotary Warbler","Protonotaria citrea",2007,1
"1493","Prothonotary Warbler","Protonotaria citrea",2010,0
"1494","Prothonotary Warbler","Protonotaria citrea",2011,1
"1495","Prothonotary Warbler","Protonotaria citrea",2016,1
"1496","Prothonotary Warbler","Protonotaria citrea",2017,1
"1497","Prothonotary Warbler","Protonotaria citrea",2020,2
"1498","Purple Martin","Progne subis",2000,2
"1499","Purple Martin","Progne subis",2001,20
"1500","Purple Martin","Progne subis",2002,13
"1501","Purple Martin","Progne subis",2003,16
"1502","Purple Martin","Progne subis",2004,13
"1503","Purple Martin","Progne subis",2005,10
"1504","Purple Martin","Progne subis",2006,18
"1505","Purple Martin","Progne subis",2007,62
"1506","Purple Martin","Progne subis",2008,9
"1507","Purple Martin","Progne subis",2009,60
"1508","Purple Martin","Progne subis",2010,67
"1509","Purple Martin","Progne subis",2011,12
"1510","Purple Martin","Progne subis",2012,25
"1511","Purple Martin","Progne subis",2013,27
"1512","Purple Martin","Progne subis",2014,38
"1513","Purple Martin","Progne subis",2015,26
"1514","Purple Martin","Progne subis",2016,18
"1515","Purple Martin","Progne subis",2017,24
"1516","Purple Martin","Progne subis",2018,16
"1517","Purple Martin","Progne subis",2019,39
"1518","Purple Martin","Progne subis",2020,8
"1519","Purple Martin","Progne subis",2021,30
"1520","Purple Martin","Progne subis",2022,39
"1521","Purple Martin","Progne subis",2023,12
"1522","Red-bellied Woodpecker","Melanerpes carolinus",2000,70
"1523","Red-bellied Woodpecker","Melanerpes carolinus",2001,80
"1524","Red-bellied Woodpecker","Melanerpes carolinus",2002,110
"1525","Red-bellied Woodpecker","Melanerpes carolinus",2003,77
"1526","Red-bellied Woodpecker","Melanerpes carolinus",2004,70
"1527","Red-bellied Woodpecker","Melanerpes carolinus",2005,86
"1528","Red-bellied Woodpecker","Melanerpes carolinus",2006,85
"1529","Red-bellied Woodpecker","Melanerpes carolinus",2007,93
"1530","Red-bellied Woodpecker","Melanerpes carolinus",2008,83
"1531","Red-bellied Woodpecker","Melanerpes carolinus",2009,81
"1532","Red-bellied Woodpecker","Melanerpes carolinus",2010,74
"1533","Red-bellied Woodpecker","Melanerpes carolinus",2011,107
"1534","Red-bellied Woodpecker","Melanerpes carolinus",2012,134
"1535","Red-bellied Woodpecker","Melanerpes carolinus",2013,86
"1536","Red-bellied Woodpecker","Melanerpes carolinus",2014,107
"1537","Red-bellied Woodpecker","Melanerpes carolinus",2015,83
